906000143903	2013	ML	Canada	DFATD	"SUCO - Volunteer Sending 2009-2015 / SUCO - Envoi de volontaires 2009-2015"	"SUCO - VOLUNTEER SENDING 2009-2015 / SUCO - ENVOI DE VOLONTAIRES 2009-2015"	"The program concentrates its activities in three sectors: private sector development through partners' institutional and organizational strengthening; good governance through local development; and promotion of environmental sustainability through agriculture, forestry, fish and cattle farming systems. Every year, 22 volunteers support these efforts. The objectives of the program are: (1) help partners gain knowledge and adopt development practices that are democratic, just and sustainable; (2) help partners improve individual and collective well-being through socio-economic activities; (3) promote gender equity and empower women in gaining autonomy and influence; (4) support partners in their actions and practices leading towards viable and sustainable environmental development; and (5) promote openness for exchange and dialogue between development partners (government authorities and civil society organizations). An amount of $80,622 has been added to the total amount for each of the Volunteer Cooperation Agency programs for CIDA-led program evaluations. / Le programme concentre ses actions dans trois secteurs, soit le soutien au développement du secteur privé par le renforcement institutionnel et organisationnel de partenaires, la promotion de la bonne gouvernance par le développement local et la promotion de la durabilité de l'environnement par des systèmes agro-sylvo-pastoraux et piscicoles. Il y a 22 volontaires par année qui appuient ces efforts. Les objectifs du programme visent à 1) appuyer les partenaires à acquérir et adopter des pratiques de développement démocratique, équitable et durable; 2) soutenir les partenaires dans des actions socio-économiques permettant d'améliorer le mieux-être individuel et collectif des populations visées; 3) contribuer à la promotion de l'égalité entre les femmes et les hommes et soutenir les femmes dans l'atteinte d'une plus grande autonomie d'action et d'une plus grande influence; 4) soutenir les partenaires dans leurs actions et pratiques menant à un développement environnemental viable et durable; 5) favoriser la création d'espaces d'échanges et de dialogues entre partenaires du développement (instances gouvernementales et organisations de la société civile). Un montant de $ 80 622 a été ajouté au montant total pour chaque programme des organisations de coopération volontaire, pour les évaluations de programmes menées par l’ACDI."
906000144313	2013	SN	Canada	DFATD	"Economic Growth Through Access to Financial Services / La croissance économique par l'accès aux services financiers"	"ECONOMIC GROWTH THROUGH ACCESS TO FINANCIAL SERVICES / LA CROISSANCE ÉCONOMIQUE PAR L'ACCÈS AUX SERVICES FINANCIERS"	"This program aims to contribute to economic growth and improved socio-economic conditions for disadvantaged populations. Working in 19 countries, the project focuses on three priorities: (1) improving the range of financial services and the distribution networks of micro-finance institutions; (2) improving the governance of microfinance institutions; and (3) developing dialogue and inter-cooperation among these institutions. Some of the activities include: (1) supporting the creation of financial centers for entrepreneurs; (2) developing agricultural loans, mortgage and micro-insurance; (3) improving the management and services offered to clients; and (4) organizing regional and international seminars to share best practices in micro-finance. In targeting these areas of activity, the project seeks to increase the accessibility and quality of financial services offered to disadvantaged populations, build a professional staff, improve management systems and promote the sharing of best practices. The expected intermediate outcomes for this project include: (1) local financial institutions offer their members and clients diversified, accessible, quality financial services; (2) financial institutions are administered by managers and employees who are qualified and competent, adopt best management and governance practices, and show concern for their clientele; and (3) local financial institutions are developed through solidarity and mutual cooperation. / Le programme a pour finalité de contribuer à la croissance économique et à l'amélioration des conditions socio-économiques des populations défavorisées. Présent dans 19 pays, le programme vise trois priorités : 1) améliorer l'offre de services financiers et les réseaux de distributions des institutions de micro-finance; 2) améliorer la gouvernance des institutions de micro-finance; 3) développer les échanges et l'inter-coopération entre ces institutions. Voici quelques-unes des activités : 1) appuyer la création de centres financiers aux entrepreneurs; 2) développer des produits de crédit agricole, hypothécaire et de micro-assurance; 3) améliorer la gestion et les services à la clientèle; 4) organiser des séminaires régionaux et internationaux pour échanger sur les bonnes pratiques de micro-finance. En ciblant ce genre d’activités, le programme vise à améliorer l’accès et la qualité des services financiers offerts aux populations défavorisées, des employés professionnelles, améliorer les systèmes de gestion, et promouvoir le partage des bonnes pratiques de micro-finance. Les résultats intermédiaires escomptés de ce projet comprennent : 1) les services financiers offerts aux membres et clients des institutions de finance de proximité sont diversifiés, de qualité et accessibles; 2) les institutions financières sont administrées par des employés et des dirigeants compétents, respectueux des bonnes pratiques de gestion et de gouvernance, et soucieux de leur clientèle; 3) les institutions de finance"
906000144414	2013	UG	Canada	DFATD	"Accelerating Nutrition Improvements in Sub-Saharan Africa - Scale-up / Accélération des améliorations à l’égard de la nutrition en Afrique subsaharienne - Intensification"	"ACCELERATING NUTRITION IMPROVEMENTS IN SUB-SAHARAN AFRICA - SCALE-UP / ACCÉLÉRATION DES AMÉLIORATIONS À L’ÉGARD DE LA NUTRITION EN AFRIQUE SUBSAHARIEN"	"The World Health Organization's Accelerating Nutrition Improvements project aims to catalyze action to improve health and reduce deaths of the most disadvantaged women and children by scaling up nutrition interventions. The project is designed to strengthen country government’s ability to combat disease and mortality rates, associated with undernutrition of the most disadvantaged women and children. The Accelerating Nutrition Improvements project aims to scale-up direct evidence-based nutrition interventions in three high-burden countries in Sub-Saharan Africa that have joined the Scaling Up Nutrition movement. / Le projet Accélération des améliorations à l’égard de la nutrition de l’Organisation mondiale de la Santé a pour objet de stimuler les actions pour améliorer la santé et réduire la mortalité chez les femmes et les enfants les plus défavorisés, grâce à l’intensification des interventions en nutrition. Ce projet vise à renforcer la capacité des gouvernements des pays bénéficiaires de réaliser des progrès dans la lutte contre la mortalité et les maladies associées à la dénutrition des femmes et des enfants les plus défavorisés. Le projet Accélération des améliorations à l’égard de la nutrition est conçu pour soutenir les efforts des gouvernements de trois pays durement touchés en Afrique subsaharienne qui se sont joints au Mouvement de renforcement de la nutrition afin d’accroître la surveillance en matière de nutrition."
906000144531	2013	ML	Canada	DFATD	"Enhancing Food and Economic Security / Amélioration de la sécurité alimentaire et économique"	"ENHANCING FOOD AND ECONOMIC SECURITY / AMÉLIORATION DE LA SÉCURITÉ ALIMENTAIRE ET ÉCONOMIQUE"	"The project aims to address rural poverty issues faced by more than 65,000 direct beneficiaries of which 56 per cent are women and girls. The issues are caused mainly by erratic weather, declining soil infertility, lack of agricultural inputs and land tenure, as well as poor skills for employment and lack of access to credit for small enterprises. CRWRC works with 12 local non-governmental organizations (NGOs) and targeted community members through three mutually reinforcing development processes including food security, economic growth and community governance capacity, to enhance food security and economic well-being of vulnerable households. / Le projet vise à répondre aux problèmes de la pauvreté à laquelle font face plus de 65 000 bénéficiaires directs desquels 56% sont des femmes et des filles. Les problèmes sont causés principalement par l'inconstance du temps, la décroissance de la fertilité des sols, le manque d’intrants agricoles et de propriétés foncières, la faiblesse des compétences pour l’emploi ainsi qu’un manque d’accès au crédit pour les petites entreprises. CRWRC travaille avec 12 organisations non-gouvernementales (ONG) locales et vise les membres de la communauté par l’entremise de trois processus de développement mutuellement renforçant dont la sécurité alimentaire, la croissance économique et la capacité en matière de gouvernance communautaire, et ce, dans le but d'améliorer la sécurité alimentaire et le bien-être économique des familles vulnérables."
906000145042	2013	UG	Canada	DFATD	"Economic Growth Through Access to Financial Services / La croissance économique par l'accès aux services financiers"	"ECONOMIC GROWTH THROUGH ACCESS TO FINANCIAL SERVICES / LA CROISSANCE ÉCONOMIQUE PAR L'ACCÈS AUX SERVICES FINANCIERS"	"This program aims to contribute to economic growth and improved socio-economic conditions for disadvantaged populations. Working in 19 countries, the project focuses on three priorities: (1) improving the range of financial services and the distribution networks of micro-finance institutions; (2) improving the governance of microfinance institutions; and (3) developing dialogue and inter-cooperation among these institutions. Some of the activities include: (1) supporting the creation of financial centers for entrepreneurs; (2) developing agricultural loans, mortgage and micro-insurance; (3) improving the management and services offered to clients; and (4) organizing regional and international seminars to share best practices in micro-finance. In targeting these areas of activity, the project seeks to increase the accessibility and quality of financial services offered to disadvantaged populations, build a professional staff, improve management systems and promote the sharing of best practices. The expected intermediate outcomes for this project include: (1) local financial institutions offer their members and clients diversified, accessible, quality financial services; (2) financial institutions are administered by managers and employees who are qualified and competent, adopt best management and governance practices, and show concern for their clientele; and (3) local financial institutions are developed through solidarity and mutual cooperation. / Le programme a pour finalité de contribuer à la croissance économique et à l'amélioration des conditions socio-économiques des populations défavorisées. Présent dans 19 pays, le programme vise trois priorités : 1) améliorer l'offre de services financiers et les réseaux de distributions des institutions de micro-finance; 2) améliorer la gouvernance des institutions de micro-finance; 3) développer les échanges et l'inter-coopération entre ces institutions. Voici quelques-unes des activités : 1) appuyer la création de centres financiers aux entrepreneurs; 2) développer des produits de crédit agricole, hypothécaire et de micro-assurance; 3) améliorer la gestion et les services à la clientèle; 4) organiser des séminaires régionaux et internationaux pour échanger sur les bonnes pratiques de micro-finance. En ciblant ce genre d’activités, le programme vise à améliorer l’accès et la qualité des services financiers offerts aux populations défavorisées, des employés professionnelles, améliorer les systèmes de gestion, et promouvoir le partage des bonnes pratiques de micro-finance. Les résultats intermédiaires escomptés de ce projet comprennent : 1) les services financiers offerts aux membres et clients des institutions de finance de proximité sont diversifiés, de qualité et accessibles; 2) les institutions financières sont administrées par des employés et des dirigeants compétents, respectueux des bonnes pratiques de gestion et de gouvernance, et soucieux de leur clientèle; 3) les institutions de finance"
906000145832	2013	CD	Canada	DFATD	"Community Health and Economic Stability / Santé et stabilité économique au niveau communautaire"	"COMMUNITY HEALTH AND ECONOMIC STABILITY / SANTÉ ET STABILITÉ ÉCONOMIQUE AU NIVEAU COMMUNAUTAIRE"	"This project aims to improve the family income of over 450,000 people (60% women, 50% youth) through improved market networks and vocational training. It also aims to strengthen the capacity of local partners and over 220 communities (35,000 people; 80% women, 25% youth) to implement and monitor strategies to (1) reduce malnutrition; (2) improve child, maternal, and community health; and (3) provide support for vulnerable segments of the population, such as people living with HIV/AIDS (9,600 people; 65 % women, 25% youth). In addition, the project increases women’s capacity to participate in household and community decision-making, as well as reinforcing the infrastructure (water, electricity, and equipment) and upgrading staff training at seven hospitals and community health clinics. / Ce projet vise à améliorer les revenus familiaux de plus de 450 000 personnes (60 % femmes, 50 % jeunes) à travers des réseaux de marché améliorés et la formation professionnelle. Il vise aussi à renforcer la capacité des partenaires locaux et de plus de 220 collectivités (35 000 personnes; 80 % femmes, 25 % jeunes) de mettre en œuvre et de contrôler des stratégies visant à 1) réduire la malnutrition; 2) améliorer la santé maternelle, infantile et communautaire; 3) fournir un soutien aux personnes vulnérables comme celles vivant avec le VIH/sida (9 600 personnes; 65 % femmes, 25 % jeunes). Le projet accroît également la capacité des femmes de participer aux prises de décision du ménage et de la communauté, en plus de renforcer l'infrastructure (eau, électricité et équipements) et d'assurer la formation de mise à niveau du personnel de sept hôpitaux et cliniques de santé communautaires."
906000146107	2013	ML	Canada	DFATD	"Accelerating Nutrition Improvements in Sub-Saharan Africa - Surveillance / Accélération des améliorations à l’égard de la nutrition en Afrique subsaharienne - surveillance"	"ACCELERATING NUTRITION IMPROVEMENTS IN SUB-SAHARAN AFRICA - SURVEILLANCE / ACCÉLÉRATION DES AMÉLIORATIONS À L’ÉGARD DE LA NUTRITION EN AFRIQUE SUBSAHA"	"The World Health Organization's Accelerating Nutrition Improvements project is designed to support government efforts to strengthen nutrition surveillance in eleven high-burden countries in Sub-Saharan Africa that have joined the Scaling Up Nutrition movement. The project is designed to strengthen country government’s ability to reach progress in combating disease and mortality rates associated with undernutrition of the most disadvantaged women and children. The purpose of the project is to support country governments in tracking changes on nutrition by building on national health information systems. Strong surveillance systems make it possible for governments to identify where to target interventions, and provide them with the necessary information regarding which interventions to focus on, enabling them to strategically and effectively modify nutrition strategies as needed. / Le projet Accélération des améliorations à l’égard de la nutrition de l’Organisation mondiale de la Santé est conçu pour soutenir les efforts des gouvernements de onze pays durement touchés en Afrique subsaharienne qui se sont joints au Mouvement de renforcement de la nutrition afin d’accroître la surveillance en matière de nutrition. Ce projet vise à renforcer la capacité des gouvernements participants de réaliser des progrès dans la lutte contre la mortalité et les maladies associées à la dénutrition des femmes et des enfants les plus défavorisés. Le projet a pour but de soutenir les gouvernements des pays pour faire le suivi des changements nutritionnels en misant sur des systèmes d’information nationaux sur la santé. Des systèmes de surveillance robustes permettent aux gouvernements de cibler les interventions ainsi que de fournir de l’information essentielle sur le genre d’intervention qu’ils doivent préconiser, pour qu’ils puissent, au besoin, modifier de manière efficace et stratégique les stratégies en matière de nutrition."
906000146143	2013	SN	Canada	DFATD	"Integrated Education Quality Services Project - Monitoring / Projet de services intégrés pour la qualité de l'éducation - Suivi"	"INTEGRATED EDUCATION QUALITY SERVICES PROJECT - MONITORING / PROJET DE SERVICES INTÉGRÉS POUR LA QUALITÉ DE L'ÉDUCATION - SUIVI"	"This project represents funds set aside for monitoring and evaluation of the Integrated Education Quality Services project. For administrative reasons, sometimes the funds identified for this purpose are included in the main project budget and sometimes, as in this case, they are assigned a separate project number. / Ce projet représente des fonds qui sont mis de côté pour le suivi et l'évaluation du projet Services intégrés pour la qualité de l'éducation. Pour des raisons administratives, les fonds identifiés à ces fins sont parfois inclus dans le budget principal du projet et parfois, comme dans le cas présent, ils sont assignés à un numéro de projet différent."
906000146190	2013	CD	Canada	DFATD	"The H4+ Initiative to Accelerate Support for Maternal and Newborn Health / L'initiative du H4+ servant à accélérer le soutien à la santé des mères et des nouveau-nés"	"THE H4+ INITIATIVE TO ACCELERATE SUPPORT FOR MATERNAL AND NEWBORN HEALTH / L'INITIATIVE DU H4+ SERVANT À ACCÉLÉRER LE SOUTIEN À LA SANTÉ DES MÈRES ET"	"The H4+ Global Initiative to Accelerate Support for Maternal and Newborn Health aims to significantly reduce maternal and newborn mortality in countries with the highest incidences of maternal and newborn illness and death. The program is a collaborative mechanism comprised of the UN health agencies, collectively referred to as the H4+ (the World Health Organization, the United Nations Children's Fund, the United Nations Population Fund, the Joint United Nations Programme on HIV/AIDS, the World Bank, and UN Women) to assist high-burden countries in accelerating the implementation of commitments already made to the UN Secretary General’s Global Strategy for Women’s and Children’s Health. / L'Initiative mondiale du Groupe H4+ pour accélérer le soutien à la santé des mères et des nouveau-nés vise à réduire de manière importante la mortalité chez les mères et les nouveau-nés dans les pays qui comptent les taux les plus élevés de maladies et de décès chez ces groupes de personnes. Le programme est un mécanisme collaboratif formé des organismes de santé des Nations Unies (c.-à-d. le groupe H4+ : Organisation mondiale de la santé, Fonds des nations unies pour l'enfance, le Fonds des Nations Unies pour la population, le Programme commun des Nations Unies sur le VIH/sida, la Banque mondiale et l'ONU Femmes). Il a pour but d’aider les pays à forte charge de morbidité à accélérer la mise en œuvre des engagements qui ont déjà été pris dans le cadre de la Stratégie globale du Secrétaire général de l’ONU pour la santé des femmes et des enfants."
906000146306	2013	ML	Canada	DFATD	"Linking Initiatives, Stakeholders and Knowledge for Livelihood Security / Liant initiatives, parties prenantes et le savoir pour la sécurité économique"	"LINKING INITIATIVES, STAKEHOLDERS AND KNOWLEDGE FOR LIVELIHOOD SECURITY / LIANT INITIATIVES, PARTIES PRENANTES ET LE SAVOIR POUR LA SÉCURITÉ ÉCONOMIQU"	"This project focuses on food security and nutrition and on enterprise and economic development. It aims to improve livelihood security and resilience of 246,216 vulnerable people, with a special emphasis on women and girls. The program will work with government and local NGO partners using a variety of strategies to improve and augment the productive assets they have available to them in an environmentally sustainable way in order to reduce their vulnerability context and increase their ability to cope with inevitable set-backs and shocks. Key project activities include: 1) Identify and organize community based organisations to provide services and training; 2) Train service providers at local level in post-harvest storage, preservation, production; 3) Provide guidance to groups on village savings and loans associations; 4) Support most promising local products or services using value chain analysis; and 5) Share gained knowledge with wider network and link projects, partners and countries to influence policy and practice. / Ce projet se concentre sur la sécurité alimentaire et la nutrition ainsi que sur le développement des entreprises et de l’économie. Il vise à améliorer la sécurité et la résilience des moyens de subsistance de 246 216 personnes vulnérables, avec une emphase particulière sur les femmes et les filles. Le projet met en pratique diverses stratégies pour améliorer et augmenter les biens productifs qui sont à leur disposition d’une manière viable pour l’environnement dans le but de réduire leur vulnérabilité et d’augmenter leur capacité à faire face aux impondérables et aux chocs. Activités clés du projet : 1) identifier et organiser des organisations communautaires pour fournir des services et de la formation; 2) former des fournisseurs de services au niveau local en matière d’entreposage, de conservation et de production des récoltes; 3) fournir des lignes directrices aux groupes concernant les association d’épargnes et de prêts de village; 4) soutenir les produits et services locaux les plus prometteurs en utilisant l’analyse de la chaine des valeurs; 5) partager les connaissances acquises dans un réseau plus large et faire des liens aux projets, partenaires et pays, dans le but d’influencer les politiques et les pratiques."
906000146512	2013	ML	Canada	DFATD	"Linking Initiatives, Stakeholders and Knowledge for Livelihood Security / Liant initiatives, parties prenantes et le savoir pour la sécurité économique"	"LINKING INITIATIVES, STAKEHOLDERS AND KNOWLEDGE FOR LIVELIHOOD SECURITY / LIANT INITIATIVES, PARTIES PRENANTES ET LE SAVOIR POUR LA SÉCURITÉ ÉCONOMIQU"	"This project focuses on food security and nutrition and on enterprise and economic development. It aims to improve livelihood security and resilience of 246,216 vulnerable people, with a special emphasis on women and girls. The program will work with government and local NGO partners using a variety of strategies to improve and augment the productive assets they have available to them in an environmentally sustainable way in order to reduce their vulnerability context and increase their ability to cope with inevitable set-backs and shocks. Key project activities include: 1) Identify and organize community based organisations to provide services and training; 2) Train service providers at local level in post-harvest storage, preservation, production; 3) Provide guidance to groups on village savings and loans associations; 4) Support most promising local products or services using value chain analysis; and 5) Share gained knowledge with wider network and link projects, partners and countries to influence policy and practice. / Ce projet se concentre sur la sécurité alimentaire et la nutrition ainsi que sur le développement des entreprises et de l’économie. Il vise à améliorer la sécurité et la résilience des moyens de subsistance de 246 216 personnes vulnérables, avec une emphase particulière sur les femmes et les filles. Le projet met en pratique diverses stratégies pour améliorer et augmenter les biens productifs qui sont à leur disposition d’une manière viable pour l’environnement dans le but de réduire leur vulnérabilité et d’augmenter leur capacité à faire face aux impondérables et aux chocs. Activités clés du projet : 1) identifier et organiser des organisations communautaires pour fournir des services et de la formation; 2) former des fournisseurs de services au niveau local en matière d’entreposage, de conservation et de production des récoltes; 3) fournir des lignes directrices aux groupes concernant les association d’épargnes et de prêts de village; 4) soutenir les produits et services locaux les plus prometteurs en utilisant l’analyse de la chaine des valeurs; 5) partager les connaissances acquises dans un réseau plus large et faire des liens aux projets, partenaires et pays, dans le but d’influencer les politiques et les pratiques."
906000146609	2013	SN	Canada	DFATD	"Integrated Education Quality Services Project - Monitoring / Projet de services intégrés pour la qualité de l'éducation - Suivi"	"INTEGRATED EDUCATION QUALITY SERVICES PROJECT - MONITORING / PROJET DE SERVICES INTÉGRÉS POUR LA QUALITÉ DE L'ÉDUCATION - SUIVI"	"This project represents funds set aside for monitoring and evaluation of the Integrated Education Quality Services project. For administrative reasons, sometimes the funds identified for this purpose are included in the main project budget and sometimes, as in this case, they are assigned a separate project number. / Ce projet représente des fonds qui sont mis de côté pour le suivi et l'évaluation du projet Services intégrés pour la qualité de l'éducation. Pour des raisons administratives, les fonds identifiés à ces fins sont parfois inclus dans le budget principal du projet et parfois, comme dans le cas présent, ils sont assignés à un numéro de projet différent."
906000146962	2013	ML	Canada	DFATD	"Enhancing Food and Economic Security / Amélioration de la sécurité alimentaire et économique"	"ENHANCING FOOD AND ECONOMIC SECURITY / AMÉLIORATION DE LA SÉCURITÉ ALIMENTAIRE ET ÉCONOMIQUE"	"The project aims to address rural poverty issues faced by more than 65,000 direct beneficiaries of which 56 per cent are women and girls. The issues are caused mainly by erratic weather, declining soil infertility, lack of agricultural inputs and land tenure, as well as poor skills for employment and lack of access to credit for small enterprises. CRWRC works with 12 local non-governmental organizations (NGOs) and targeted community members through three mutually reinforcing development processes including food security, economic growth and community governance capacity, to enhance food security and economic well-being of vulnerable households. / Le projet vise à répondre aux problèmes de la pauvreté à laquelle font face plus de 65 000 bénéficiaires directs desquels 56% sont des femmes et des filles. Les problèmes sont causés principalement par l'inconstance du temps, la décroissance de la fertilité des sols, le manque d’intrants agricoles et de propriétés foncières, la faiblesse des compétences pour l’emploi ainsi qu’un manque d’accès au crédit pour les petites entreprises. CRWRC travaille avec 12 organisations non-gouvernementales (ONG) locales et vise les membres de la communauté par l’entremise de trois processus de développement mutuellement renforçant dont la sécurité alimentaire, la croissance économique et la capacité en matière de gouvernance communautaire, et ce, dans le but d'améliorer la sécurité alimentaire et le bien-être économique des familles vulnérables."
906000147087	2013	ML	Canada	DFATD	"Linking Initiatives, Stakeholders and Knowledge for Livelihood Security / Liant initiatives, parties prenantes et le savoir pour la sécurité économique"	"LINKING INITIATIVES, STAKEHOLDERS AND KNOWLEDGE FOR LIVELIHOOD SECURITY / LIANT INITIATIVES, PARTIES PRENANTES ET LE SAVOIR POUR LA SÉCURITÉ ÉCONOMIQU"	"This project focuses on food security and nutrition and on enterprise and economic development. It aims to improve livelihood security and resilience of 246,216 vulnerable people, with a special emphasis on women and girls. The program will work with government and local NGO partners using a variety of strategies to improve and augment the productive assets they have available to them in an environmentally sustainable way in order to reduce their vulnerability context and increase their ability to cope with inevitable set-backs and shocks. Key project activities include: 1) Identify and organize community based organisations to provide services and training; 2) Train service providers at local level in post-harvest storage, preservation, production; 3) Provide guidance to groups on village savings and loans associations; 4) Support most promising local products or services using value chain analysis; and 5) Share gained knowledge with wider network and link projects, partners and countries to influence policy and practice. / Ce projet se concentre sur la sécurité alimentaire et la nutrition ainsi que sur le développement des entreprises et de l’économie. Il vise à améliorer la sécurité et la résilience des moyens de subsistance de 246 216 personnes vulnérables, avec une emphase particulière sur les femmes et les filles. Le projet met en pratique diverses stratégies pour améliorer et augmenter les biens productifs qui sont à leur disposition d’une manière viable pour l’environnement dans le but de réduire leur vulnérabilité et d’augmenter leur capacité à faire face aux impondérables et aux chocs. Activités clés du projet : 1) identifier et organiser des organisations communautaires pour fournir des services et de la formation; 2) former des fournisseurs de services au niveau local en matière d’entreposage, de conservation et de production des récoltes; 3) fournir des lignes directrices aux groupes concernant les association d’épargnes et de prêts de village; 4) soutenir les produits et services locaux les plus prometteurs en utilisant l’analyse de la chaine des valeurs; 5) partager les connaissances acquises dans un réseau plus large et faire des liens aux projets, partenaires et pays, dans le but d’influencer les politiques et les pratiques."
906000147151	2013	SN	Canada	DFATD		"EDUCATION POLICY & ADMIN. MANAGEMENT"	
906000147499	2013	UG	Canada	DFATD	"Economic Growth Through Access to Financial Services / La croissance économique par l'accès aux services financiers"	"ECONOMIC GROWTH THROUGH ACCESS TO FINANCIAL SERVICES / LA CROISSANCE ÉCONOMIQUE PAR L'ACCÈS AUX SERVICES FINANCIERS"	"This program aims to contribute to economic growth and improved socio-economic conditions for disadvantaged populations. Working in 19 countries, the project focuses on three priorities: (1) improving the range of financial services and the distribution networks of micro-finance institutions; (2) improving the governance of microfinance institutions; and (3) developing dialogue and inter-cooperation among these institutions. Some of the activities include: (1) supporting the creation of financial centers for entrepreneurs; (2) developing agricultural loans, mortgage and micro-insurance; (3) improving the management and services offered to clients; and (4) organizing regional and international seminars to share best practices in micro-finance. In targeting these areas of activity, the project seeks to increase the accessibility and quality of financial services offered to disadvantaged populations, build a professional staff, improve management systems and promote the sharing of best practices. The expected intermediate outcomes for this project include: (1) local financial institutions offer their members and clients diversified, accessible, quality financial services; (2) financial institutions are administered by managers and employees who are qualified and competent, adopt best management and governance practices, and show concern for their clientele; and (3) local financial institutions are developed through solidarity and mutual cooperation. / Le programme a pour finalité de contribuer à la croissance économique et à l'amélioration des conditions socio-économiques des populations défavorisées. Présent dans 19 pays, le programme vise trois priorités : 1) améliorer l'offre de services financiers et les réseaux de distributions des institutions de micro-finance; 2) améliorer la gouvernance des institutions de micro-finance; 3) développer les échanges et l'inter-coopération entre ces institutions. Voici quelques-unes des activités : 1) appuyer la création de centres financiers aux entrepreneurs; 2) développer des produits de crédit agricole, hypothécaire et de micro-assurance; 3) améliorer la gestion et les services à la clientèle; 4) organiser des séminaires régionaux et internationaux pour échanger sur les bonnes pratiques de micro-finance. En ciblant ce genre d’activités, le programme vise à améliorer l’accès et la qualité des services financiers offerts aux populations défavorisées, des employés professionnelles, améliorer les systèmes de gestion, et promouvoir le partage des bonnes pratiques de micro-finance. Les résultats intermédiaires escomptés de ce projet comprennent : 1) les services financiers offerts aux membres et clients des institutions de finance de proximité sont diversifiés, de qualité et accessibles; 2) les institutions financières sont administrées par des employés et des dirigeants compétents, respectueux des bonnes pratiques de gestion et de gouvernance, et soucieux de leur clientèle; 3) les institutions de finance"
906000148231	2013	ML	Canada	DFATD	"Linking Initiatives, Stakeholders and Knowledge for Livelihood Security / Liant initiatives, parties prenantes et le savoir pour la sécurité économique"	"LINKING INITIATIVES, STAKEHOLDERS AND KNOWLEDGE FOR LIVELIHOOD SECURITY / LIANT INITIATIVES, PARTIES PRENANTES ET LE SAVOIR POUR LA SÉCURITÉ ÉCONOMIQU"	"This project focuses on food security and nutrition and on enterprise and economic development. It aims to improve livelihood security and resilience of 246,216 vulnerable people, with a special emphasis on women and girls. The program will work with government and local NGO partners using a variety of strategies to improve and augment the productive assets they have available to them in an environmentally sustainable way in order to reduce their vulnerability context and increase their ability to cope with inevitable set-backs and shocks. Key project activities include: 1) Identify and organize community based organisations to provide services and training; 2) Train service providers at local level in post-harvest storage, preservation, production; 3) Provide guidance to groups on village savings and loans associations; 4) Support most promising local products or services using value chain analysis; and 5) Share gained knowledge with wider network and link projects, partners and countries to influence policy and practice. / Ce projet se concentre sur la sécurité alimentaire et la nutrition ainsi que sur le développement des entreprises et de l’économie. Il vise à améliorer la sécurité et la résilience des moyens de subsistance de 246 216 personnes vulnérables, avec une emphase particulière sur les femmes et les filles. Le projet met en pratique diverses stratégies pour améliorer et augmenter les biens productifs qui sont à leur disposition d’une manière viable pour l’environnement dans le but de réduire leur vulnérabilité et d’augmenter leur capacité à faire face aux impondérables et aux chocs. Activités clés du projet : 1) identifier et organiser des organisations communautaires pour fournir des services et de la formation; 2) former des fournisseurs de services au niveau local en matière d’entreposage, de conservation et de production des récoltes; 3) fournir des lignes directrices aux groupes concernant les association d’épargnes et de prêts de village; 4) soutenir les produits et services locaux les plus prometteurs en utilisant l’analyse de la chaine des valeurs; 5) partager les connaissances acquises dans un réseau plus large et faire des liens aux projets, partenaires et pays, dans le but d’influencer les politiques et les pratiques."
906000148301	2013	ET	Canada	DFATD	"Protecting Maternal and Child Health - Technical Assistance and Monitoring / Protéger la santé des mères et des enfants - assistance technique et suivi"	"PROTECTING MATERNAL AND CHILD HEALTH - TECHNICAL ASSISTANCE AND MONITORING / PROTÉGER LA SANTÉ DES MÈRES ET DES ENFANTS - ASSISTANCE TECHNIQUE ET SUIV"	"This project represents funds set aside for technical assistance, monitoring and evaluation of Protecting Maternal and Child Health project. For administrative reasons, sometimes the funds identified for this purpose are included in the main project budget and sometimes, as in this case, they are assigned a separate project number. / Ce projet constitue des fonds qui sont mis de côté pour l'assistance technique, le suivi et l'évaluation du projet Protéger la santé des mères et des enfants. Pour des raisons administratives, les fonds identifiés à ces fins sont parfois inclus dans le budget principal du projet et parfois, comme dans le cas présent, ils sont assignés à un numéro de projet différent."
