116086532	2328926	Federal Republic of Nigeria	10	8	A	PCLI	aiddata.org 2012 oecd	2012	NG	"European Communities (EC)"	CEC
116086755	49518	Republic of Rwanda	-2	30	A	PCLI	aiddata.org 2012 oecd	2012	RW	"European Communities (EC)"	CEC
116086792	49518	Republic of Rwanda	-2	30	A	PCLI	aiddata.org 2012 oecd	2012	RW	"European Communities (EC)"	CEC
116087419	51537	Somalia	6	48	A	PCLI	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087456	51537	Somalia	6	48	A	PCLI	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087456	8220543	Puntland	9	49	L	RGN	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087493	51537	Somalia	6	48	A	PCLI	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087493	8220542	Somaliland	9	46	L	RGN	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087493	8220543	Puntland	9	49	L	RGN	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087566	3144096	Kingdom of Norway	62	10	A	PCLI	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116087566	51537	Somalia	6	48	A	PCLI	aiddata.org 2012 oecd	2012	SO	"European Communities (EC)"	CEC
116088444	7909807	South Sudan	7.5	30	A	PCLI	aiddata.org 2012 oecd	2012	SS	"European Communities (EC)"	CEC
116088734	376731	Darfur Wilayat	13	25	A	ADMD	aiddata.org 2012 oecd	2012	SD	"European Communities (EC)"	CEC
116088734	408666	North Darfur	16	25.5	A	ADM1	aiddata.org 2012 oecd	2012	SD	"European Communities (EC)"	CEC
116089542	232422	Kampala	0.31628	32.58219	P	PPLC	aiddata.org 2012 oecd	2012	UG	"European Communities (EC)"	CEC
116089578	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	"European Communities (EC)"	CEC
116092068	2589581	People’s Democratic Republic of Algeria	28	3	A	PCLI	aiddata.org 2012 oecd	2012	DZ	"European Communities (EC)"	EDF
116092142	2589581	People’s Democratic Republic of Algeria	28	3	A	PCLI	aiddata.org 2012 oecd	2012	DZ	"European Communities (EC)"	EDF
116092216	2589581	People’s Democratic Republic of Algeria	28	3	A	PCLI	aiddata.org 2012 oecd	2012	DZ	"European Communities (EC)"	EDF
116092475	3351879	Republic of Angola	-12.5	18.5	A	PCLI	aiddata.org 2012 oecd	2012	AO	"European Communities (EC)"	EDF
116103905	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	"European Communities (EC)"	EDF
116103942	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	"European Communities (EC)"	EDF
116103979	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	"European Communities (EC)"	EDF
116104241	239880	Central African Republic	7	21	A	PCLI	aiddata.org 2012 oecd	2012	CF	"European Communities (EC)"	EDF
116104277	239880	Central African Republic	7	21	A	PCLI	aiddata.org 2012 oecd	2012	CF	"European Communities (EC)"	EDF
116104681	2434508	Republic of Chad	15	19	A	PCLI	aiddata.org 2012 oecd	2012	TD	"European Communities (EC)"	EDF
116104717	2434508	Republic of Chad	15	19	A	PCLI	aiddata.org 2012 oecd	2012	TD	"European Communities (EC)"	EDF
116105157	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	"European Communities (EC)"	EDF
116105268	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	"European Communities (EC)"	EDF
116105454	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	"European Communities (EC)"	EDF
116105565	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	"European Communities (EC)"	EDF
116105601	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CG	"European Communities (EC)"	EDF
116105637	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CG	"European Communities (EC)"	EDF
116106708	332036	Līben	11.68333	36.95	P	PPL	aiddata.org 2012 oecd	2012	ET	"European Communities (EC)"	EDF
116106746	337996	Federal Democratic Republic of Ethiopia	9	39.5	A	PCLI	aiddata.org 2012 oecd	2012	ET	"European Communities (EC)"	EDF
116113446	2274890	Montserrado County	6.5	-10.5	A	ADM1	aiddata.org 2012 oecd	2012	LR	"European Communities (EC)"	EDF
116113446	7669298	Greater Monrovia	6.31418	-10.73356	A	ADM2	aiddata.org 2012 oecd	2012	LR	"European Communities (EC)"	EDF
116113483	2275384	Republic of Liberia	6.5	-9.5	A	PCLI	aiddata.org 2012 oecd	2012	LR	"European Communities (EC)"	EDF
116113519	2275384	Republic of Liberia	6.5	-9.5	A	PCLI	aiddata.org 2012 oecd	2012	LR	"European Communities (EC)"	EDF
116113596	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116113634	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116113670	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116113707	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116113896	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116113933	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116113971	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	"European Communities (EC)"	EDF
116114822	2440476	Republic of Niger	18	9	A	PCLI	aiddata.org 2012 oecd	2012	ML	"European Communities (EC)"	EDF
116114822	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	"European Communities (EC)"	EDF
116117680	2440476	Republic of Niger	18	9	A	PCLI	aiddata.org 2012 oecd	2012	NE	"European Communities (EC)"	EDF
116117717	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	NE	"European Communities (EC)"	EDF
116117753	2335727	Kaduna	10.52641	7.43879	P	PPLA	aiddata.org 2012 oecd	2012	NG	"European Communities (EC)"	EDF
116117753	2340451	Gombe	10.28969	11.16729	P	PPLA	aiddata.org 2012 oecd	2012	NG	"European Communities (EC)"	EDF
116117826	2328926	Federal Republic of Nigeria	10	8	A	PCLI	aiddata.org 2012 oecd	2012	NG	"European Communities (EC)"	EDF
116121621	408658	West Darfur	13.41667	22.66667	A	ADM1	aiddata.org 2012 oecd	2012	SD	"European Communities (EC)"	EDF
116121769	366755	Republic of the Sudan	16	30	A	PCLI	aiddata.org 2012 oecd	2012	SD	"European Communities (EC)"	EDF
116123664	179068	Trans Nzoia	1.045	34.979	A	ADM1	aiddata.org 2012 oecd	2012	UG	"European Communities (EC)"	EDF
116123664	193859	Karamoja Farm	1.01255	34.86751	S	FRM	aiddata.org 2012 oecd	2012	UG	"European Communities (EC)"	EDF
116130843	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	MFA
116132467	366755	Republic of the Sudan	16	30	A	PCLI	aiddata.org 2012 oecd	2012	SD	Spain	MFA
116133538	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	ECON
116133649	2287781	Republic of Côte d’Ivoire	8	-5.5	A	PCLI	aiddata.org 2012 oecd	2012	CI	Spain	ECON
116141371	2510769	Kingdom of Spain	40	-4	A	PCLI	aiddata.org 2012 oecd	2012	SN	Spain	EMP
116143812	3347019	Namibe	-15.19611	12.15222	P	PPLA	aiddata.org 2012 oecd	2012	AO	Spain	AG
116143812	3347762	Lubango	-14.91717	13.4925	P	PPLA	aiddata.org 2012 oecd	2012	AO	Spain	AG
116143812	3348287	Humpata	-15.02479	13.375	P	PPL	aiddata.org 2012 oecd	2012	AO	Spain	AG
116161534	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161570	425418	Kanyosha	-3.4148	29.4082	P	PPLL	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161608	149590	United Republic of Tanzania	-6	35	A	PCLI	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161608	2260494	Republic of the Congo	-1	15.5	A	PCLI	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161608	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161608	587448	Võrumaa	57.76667	26.93333	A	ADM1	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161608	8618881	Kasuli	57.60806	27.03417	L	LCTY	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161644	158214	Kasulu	-4.57667	30.1025	P	PPL	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161644	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	Spain	AG
116161681	422232	Makamba	-4.1348	29.804	P	PPLA	aiddata.org 2012 oecd	2012	BI	Spain	AG
116162317	2317397	Bandundu	-3.31687	17.38063	P	PPLA	aiddata.org 2012 oecd	2012	TD	Spain	AG
116162355	2434508	Republic of Chad	15	19	A	PCLI	aiddata.org 2012 oecd	2012	TD	Spain	AG
116162392	8925998	Sila	19.54889	-104.76444	P	PPL	aiddata.org 2012 oecd	2012	TD	Spain	AG
116162504	2384705	Mbayaka	3.9814	15.57531	H	STM	aiddata.org 2012 oecd	2012	TD	Spain	AG
116162504	239880	Central African Republic	7	21	A	PCLI	aiddata.org 2012 oecd	2012	TD	Spain	AG
116162541	2425287	Tandjile Region	9.5	16.5	A	ADM1	aiddata.org 2012 oecd	2012	TD	Spain	AG
116167870	51537	Somalia	6	48	A	PCLI	aiddata.org 2012 oecd	2012	SO	Austria	BMF
116169211	366755	Republic of the Sudan	16	30	A	PCLI	aiddata.org 2012 oecd	2012	SS	Austria	BReg
116169683	217831	Bukavu	-2.49077	28.84281	P	PPLA	aiddata.org 2012 oecd	2012	CD	Spain	AG
116169819	209004	Moanda	4.25901	20.97082	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116169819	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116169819	3624810	Bajo Congo	9.86976	-83.75302	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116169819	922704	Lubumbashi	-11.66089	27.47938	P	PPLA	aiddata.org 2012 oecd	2012	CD	Spain	AG
116169956	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116170091	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116170228	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116170501	2317397	Bandundu	-3.31687	17.38063	P	PPLA	aiddata.org 2012 oecd	2012	CD	Spain	AG
116170637	2317397	Bandundu	-3.31687	17.38063	P	PPLA	aiddata.org 2012 oecd	2012	CD	Spain	AG
116170739	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	Austria	BMeiA
116170772	905738	Mpyana	-13.21667	28.6	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116170841	2253354	Dakar	14.6937	-17.44406	P	PPLC	aiddata.org 2012 oecd	2012	SN	Austria	BMeiA
116170841	2782113	Republic of Austria	47.33333	13.33333	A	PCLI	aiddata.org 2012 oecd	2012	SN	Austria	BMeiA
116170940	203312	Democratic Republic of the Congo	-2.5	23.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171077	158214	Kasulu	-4.57667	30.1025	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171077	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171203	3624810	Bajo Congo	9.86976	-83.75302	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171479	905738	Mpyana	-13.21667	28.6	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171898	149590	United Republic of Tanzania	-6	35	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171898	2260494	Republic of the Congo	-1	15.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171898	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171898	587448	Võrumaa	57.76667	26.93333	A	ADM1	aiddata.org 2012 oecd	2012	CD	Spain	AG
116171898	8618881	Kasuli	57.60806	27.03417	L	LCTY	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172031	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172165	2963725	Hospital	52.47306	-8.43056	P	PPL	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172314	2260494	Republic of the Congo	-1	15.5	A	PCLI	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172314	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172450	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172691	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172828	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172828	8260578	Kisenso	-4.41667	15.35	A	ADM3	aiddata.org 2012 oecd	2012	CD	Spain	AG
116172986	2312895	Mbandaka	0.04865	18.26034	P	PPLA	aiddata.org 2012 oecd	2012	CG	Spain	AG
116172986	2316399	Botenge	-0.56166	18.30324	P	PPL	aiddata.org 2012 oecd	2012	CG	Spain	AG
116172986	2316561	Bongonde	-0.17025	18.23757	P	PPL	aiddata.org 2012 oecd	2012	CG	Spain	AG
116173480	2293538	Abidjan	5.30966	-4.01266	P	PPLA	aiddata.org 2012 oecd	2012	CI	Spain	AG
116173643	2279890	Williamsville	5.36368	-4.02524	P	PPLX	aiddata.org 2012 oecd	2012	CI	Spain	AG
116173643	2293521	Abobo	5.41613	-4.0159	P	PPL	aiddata.org 2012 oecd	2012	CI	Spain	AG
116173643	2293538	Abidjan	5.30966	-4.01266	P	PPLA	aiddata.org 2012 oecd	2012	CI	Spain	AG
116173754	2288330	Gonzagville	5.23602	-3.89843	P	PPL	aiddata.org 2012 oecd	2012	CI	Spain	AG
116173961	433561	Republic of Burundi	-3.5	30	A	PCLI	aiddata.org 2012 oecd	2012	BI	Austria	Reg
116174097	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174097	6155067	St. Ambroise	50.25722	-98.03681	L	AREA	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174166	922773	Kolwezi	-10.71484	25.46674	P	PPL	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174200	216030	Ikela	-1.18333	23.26667	A	ADM3	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174200	216661	Province de l’Équateur	1	20.5	A	ADM1	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174233	922741	Likasi	-10.98303	26.7384	P	PPL	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174292	216281	Goma	-1.67409	29.22845	P	PPLA	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174337	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	aiddata.org 2012 oecd	2012	CD	Austria	Reg
116174887	333766	Jimma Zone	7.66667	37	A	ADM2	aiddata.org 2012 oecd	2012	ET	Austria	Reg
116174887	333772	Jīma	7.66667	36.83333	P	PPL	aiddata.org 2012 oecd	2012	ET	Austria	Reg
116176982	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Austria	Reg
116178045	2343279	Enugu	6.44258	7.5022	P	PPLA	aiddata.org 2012 oecd	2012	NG	Austria	Reg
116178141	3902055	Umaná	-15.7	-68.21667	P	PPL	aiddata.org 2012 oecd	2012	NG	Austria	Reg
116178455	429228	Mwendo	-3.0139	29.8288	P	PPLL	aiddata.org 2012 oecd	2012	RW	Austria	Reg
116178824	373303	Juba	4.85165	31.58247	P	PPLC	aiddata.org 2012 oecd	2012	SS	Austria	Reg
116178933	366755	Republic of the Sudan	16	30	A	PCLI	aiddata.org 2012 oecd	2012	SD	Austria	Reg
116179931	235039	Arua	3.02013	30.91105	P	PPLA2	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180093	228971	Mubende	0.55849	31.39489	P	PPLA2	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180093	4406831	Saint Charles	38.78394	-90.48123	P	PPLA2	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180171	229967	Loyoro	3.32444	34.29222	P	PPL	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180274	2255653	Osia	-2.39667	14.5175	P	PPL	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180341	232066	Kasese	0.18333	30.08333	P	PPLA2	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180341	233315	Hima	0.34889	30.16222	P	PPL	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180378	233346	Gulu	2.77457	32.29899	P	PPLA	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180378	2897931	Hühnerfarm	51.15	6.9	S	FRM	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180516	234594	Central Region	0.5	32	A	ADM1	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116180516	443363	Rakai District	-0.75773	31.5099	A	ADM2	aiddata.org 2012 oecd	2012	UG	Austria	Reg
116184621	2782113	Republic of Austria	47.33333	13.33333	A	PCLI	aiddata.org 2012 oecd	2012	ET	Austria	ADA
116184621	344979	Addis Ababa	9.02497	38.74689	P	PPLC	aiddata.org 2012 oecd	2012	ET	Austria	ADA
116184691	444179	Afar Region	12	41.5	A	ADM1	aiddata.org 2012 oecd	2012	ET	Austria	ADA
116184798	444179	Afar Region	12	41.5	A	ADM1	aiddata.org 2012 oecd	2012	ET	Austria	ADA
116184833	337996	Federal Democratic Republic of Ethiopia	9	39.5	A	PCLI	aiddata.org 2012 oecd	2012	ET	Austria	ADA
116185993	2275384	Republic of Liberia	6.5	-9.5	A	PCLI	aiddata.org 2012 oecd	2012	LR	Austria	ADA
116186028	2215636	Libya	28	17	A	PCLI	aiddata.org 2012 oecd	2012	LY	Austria	ADA
116188077	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188112	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188181	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188216	230893	Kitgum	3.27833	32.88667	P	PPLA2	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188280	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188323	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188391	226074	Republic of Uganda	1.25	32.5	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188503	232422	Kampala	0.31628	32.58219	P	PPLC	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116188503	2782113	Republic of Austria	47.33333	13.33333	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	ADA
116189086	2451478	Ségou	13.4317	-6.2157	P	PPLA	aiddata.org 2012 oecd	2012	ML	Austria	BMLFUW
116191019	444179	Afar Region	12	41.5	A	ADM1	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191125	3450083	Santa Maria	-29.68417	-53.80694	P	PPLA2	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191125	345149	Ādīgrat	14.277	39.462	P	PPL	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191364	337996	Federal Democratic Republic of Ethiopia	9	39.5	A	PCLI	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191466	2360503	Godé	11.8	-0.41667	P	PPL	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191641	337996	Federal Democratic Republic of Ethiopia	9	39.5	A	PCLI	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191881	444187	Tigray Region	14.16667	38.83333	A	ADM1	aiddata.org 2012 oecd	2012	ET	Spain	AG
116191881	7670653	Ofla	12.5	39.33333	A	ADM3	aiddata.org 2012 oecd	2012	ET	Spain	AG
116192916	2328926	Federal Republic of Nigeria	10	8	A	PCLI	aiddata.org 2012 oecd	2012	NG	Austria	BMI
116202024	2782113	Republic of Austria	47.33333	13.33333	A	PCLI	aiddata.org 2012 oecd	2012	NG	Austria	BMWF
116203091	2782113	Republic of Austria	47.33333	13.33333	A	PCLI	aiddata.org 2012 oecd	2012	SD	Austria	BMWF
116203899	2782113	Republic of Austria	47.33333	13.33333	A	PCLI	aiddata.org 2012 oecd	2012	UG	Austria	BMWF
116206975	3871336	Santiago	-33.45694	-70.64827	P	PPLC	aiddata.org 2012 oecd	2012	LR	Spain	AG
116207073	2275384	Republic of Liberia	6.5	-9.5	A	PCLI	aiddata.org 2012 oecd	2012	LR	Spain	AG
116207430	2449067	Timbuktu	16.77348	-3.00742	P	PPLA	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207518	2425938	Sahel	17.30869	2.46094	L	RGN	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207518	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207594	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207690	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207789	2425938	Sahel	17.30869	2.46094	L	RGN	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207789	2453348	Mopti	14.4843	-4.18296	P	PPLA	aiddata.org 2012 oecd	2012	ML	Spain	AG
116207856	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208050	2361809	Burkina Faso	12.5	-1.66667	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208050	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208118	163843	Syrian Arab Republic	35	38	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208118	3508796	Dominican Republic	19	-70.66667	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208118	3585968	Republic of El Salvador	13.83333	-88.91667	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208216	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208283	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208283	2425938	Sahel	17.30869	2.46094	L	RGN	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208283	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208544	2227996	Mbang Mbéré	6.85	13.91667	P	PPL	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208544	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208544	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	ML	Spain	AG
116208736	2377450	Nouakchott	18.08581	-15.9785	P	PPLC	aiddata.org 2012 oecd	2012	MR	Spain	AG
116208805	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116208872	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116208872	2440476	Republic of Niger	18	9	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116208872	2453866	Republic of Mali	18	-2	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116208968	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116209065	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116209578	2379384	Gorgol	16	-12.83333	A	ADM1	aiddata.org 2012 oecd	2012	MR	Spain	AG
116209683	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116209780	2378080	Islamic Republic of Mauritania	20.25	-10.5	A	PCLI	aiddata.org 2012 oecd	2012	MR	Spain	AG
116221319	2441291	Maradi	13.5	7.10174	P	PPLA	aiddata.org 2012 oecd	2012	NE	Spain	AG
