id	geonames_id	name	lat	lng	featureClass	featureCode	is_mention	is_focus	focus_level	focus_score
6190	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	3
6190	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
87304	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	3
87304	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
87304	660013	"Republic of Finland"	64	26	A	PCLI	1	0	NA	NA
9541	2521383	"Comunitat Autònoma de les Illes Balears"	39.58876	2.90314	A	ADM1	0	1	states	"1"""
9541	433561	"Republic of Burundi"	-3.5	30	A	PCLI	0	1	countries	"1"""
9541	433561	"Republic of Burundi"	-3.5	30	A	PCLI	1	0	NA	NA
9541	6453300	Mallorca	39.61362	3.02004	A	ADMD	1	0	NA	NA
97084	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
97084	232422	Kampala	0.31628	32.58219	P	PPLC	0	1	cities	"1"""
97084	232422	Kampala	0.31628	32.58219	P	PPLC	1	0	NA	NA
97084	7647981	Mutundwe	0.28232	32.54018	P	PPL	0	1	cities	"1"""
97084	7647981	Mutundwe	0.28232	32.54018	P	PPL	1	0	NA	NA
78397	2963597	Ireland	53	-8	A	PCLI	0	1	countries	1
78397	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
3801	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	1
3801	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
69181	2635167	"United Kingdom of Great Britain and Northern Ireland"	54.75844	-2.69531	A	PCLI	1	0	NA	NA
69181	2963597	Ireland	53	-8	A	PCLI	0	1	countries	2
69181	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
7497	433561	"Republic of Burundi"	-3.5	30	A	PCLI	0	1	countries	2
7497	433561	"Republic of Burundi"	-3.5	30	A	PCLI	1	0	NA	NA
54275	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	0	1	countries	1
54275	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	1	0	NA	NA
48018	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
48018	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
30879	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	"1"""
30879	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
30879	338010	"State of Eritrea"	15	39	A	PCLI	0	1	countries	"1"""
30879	338010	"State of Eritrea"	15	39	A	PCLI	1	0	NA	NA
30879	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	1
30879	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
68531	6255146	Africa	7.1881	21.09375	L	CONT	1	0	NA	NA
86499	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	3
86499	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
60283	2336137	Jibia	13.09378	7.22624	P	PPLA2	0	1	cities	"1"""
60283	2336137	Jibia	13.09378	7.22624	P	PPLA2	1	0	NA	NA
60283	2441291	Maradi	13.5	7.10174	P	PPLA	0	1	cities	"1"""
60283	2441291	Maradi	13.5	7.10174	P	PPLA	1	0	NA	NA
64064	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	3
64064	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
85299	368006	"Roseires Dam"	11.80069	34.38901	S	DAM	1	0	NA	NA
85299	408654	"Blue Nile"	11.15	34.1	A	ADM1	0	1	states	"2"""
27886	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	3
27886	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
4068	2243598	"Bengo Province"	-8.97504	13.82743	A	ADM1	0	1	states	"2"""
4068	2243598	"Bengo Province"	-8.97504	13.82743	A	ADM1	1	0	NA	NA
96236	231550	Kiboga	0.91611	31.77417	P	PPLA2	0	1	cities	"2"""
96236	231550	Kiboga	0.91611	31.77417	P	PPLA2	1	0	NA	NA
76887	2243940	Ziguinchor	12.58333	-16.27194	P	PPLA	0	1	cities	"1"""
76887	2243940	Ziguinchor	12.58333	-16.27194	P	PPLA	1	0	NA	NA
5052	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	3
5052	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
81826	51537	Somalia	6	48	A	PCLI	0	1	countries	1
81826	51537	Somalia	6	48	A	PCLI	1	0	NA	NA
52137	2453866	"Republic of Mali"	18	-2	A	PCLI	0	1	countries	3
52137	2453866	"Republic of Mali"	18	-2	A	PCLI	1	0	NA	NA
39443	2372248	"Republic of Guinea-Bissau"	12	-15	A	PCLI	0	1	countries	2
39443	2372248	"Republic of Guinea-Bissau"	12	-15	A	PCLI	1	0	NA	NA
82106	51537	Somalia	6	48	A	PCLI	0	1	countries	1
82106	51537	Somalia	6	48	A	PCLI	1	0	NA	NA
51608	2453348	Mopti	14.4843	-4.18296	P	PPLA	0	1	cities	"1"""
51608	2453348	Mopti	14.4843	-4.18296	P	PPLA	1	0	NA	NA
40216	2372248	"Republic of Guinea-Bissau"	12	-15	A	PCLI	0	1	countries	1
40216	2372248	"Republic of Guinea-Bissau"	12	-15	A	PCLI	1	0	NA	NA
32571	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	2
32571	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
29801	783214	Fushë-Arrëz	42.06222	20.01667	P	PPLA3	0	1	cities	"1"""
29801	783214	Fushë-Arrëz	42.06222	20.01667	P	PPLA3	1	0	NA	NA
96998	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
96998	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
34293	444185	"Oromiya Region"	8	39	A	ADM1	0	1	states	"1"""
34293	7732965	"Illubabor Zone"	8.27526	35.75596	A	ADM2	1	0	NA	NA
12064	2352778	Abuja	9.05785	7.49508	P	PPLC	0	1	cities	"1"""
12064	2352778	Abuja	9.05785	7.49508	P	PPLC	1	0	NA	NA
12064	239880	"Central African Republic"	7	21	A	PCLI	0	1	countries	"1"""
12064	239880	"Central African Republic"	7	21	A	PCLI	1	0	NA	NA
11953	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	0	1	countries	1
11953	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	1	0	NA	NA
73347	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	1
73347	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
18528	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
18528	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
18528	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
18528	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
18528	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
50905	2300660	"Republic of Ghana"	8.1	-1.2	A	PCLI	0	1	countries	"1"""
50905	2300660	"Republic of Ghana"	8.1	-1.2	A	PCLI	1	0	NA	NA
50905	2361809	"Burkina Faso"	12.5	-1.66667	A	PCLI	0	1	countries	"1"""
50905	2361809	"Burkina Faso"	12.5	-1.66667	A	PCLI	1	0	NA	NA
50905	2363686	"Togolese Republic"	8.66667	1.08333	A	PCLI	0	1	countries	1
50905	2363686	"Togolese Republic"	8.66667	1.08333	A	PCLI	1	0	NA	NA
50905	2395170	"Republic of Benin"	9.5	2.25	A	PCLI	0	1	countries	"1"""
50905	2395170	"Republic of Benin"	9.5	2.25	A	PCLI	1	0	NA	NA
62572	306788	Koğuk	37.73972	40.71917	P	PPL	0	1	cities	"1"""
62572	306788	Koğuk	37.73972	40.71917	P	PPL	1	0	NA	NA
19172	2017370	"Russian Federation"	60	100	A	PCLI	0	1	countries	1
19172	2017370	"Russian Federation"	60	100	A	PCLI	1	0	NA	NA
53973	2361809	"Burkina Faso"	12.5	-1.66667	A	PCLI	0	1	countries	1
53973	2361809	"Burkina Faso"	12.5	-1.66667	A	PCLI	1	0	NA	NA
80688	2395504	"Atlantique Department"	6.66667	2.25	A	ADM1	0	1	states	"1"""
80688	2395504	"Atlantique Department"	6.66667	2.25	A	ADM1	1	0	NA	NA
60205	2440476	"Republic of Niger"	18	9	A	PCLI	0	1	countries	1
60205	2440476	"Republic of Niger"	18	9	A	PCLI	1	0	NA	NA
79529	1642911	Jakarta	-6.21462	106.84513	P	PPLC	0	1	cities	"1"""
79529	1642911	Jakarta	-6.21462	106.84513	P	PPLC	1	0	NA	NA
86477	379252	Khartoum	15.55177	32.53241	P	PPLC	0	1	cities	"1"""
86477	379252	Khartoum	15.55177	32.53241	P	PPLC	1	0	NA	NA
86477	408667	"North Kordofan"	14.68333	29.93333	A	ADM1	0	1	states	"1"""
86477	408667	"North Kordofan"	14.68333	29.93333	A	ADM1	1	0	NA	NA
44280	932692	"Kingdom of Lesotho"	-29.5	28.25	A	PCLI	0	1	countries	2
44280	932692	"Kingdom of Lesotho"	-29.5	28.25	A	PCLI	1	0	NA	NA
75986	2250805	Kaolack	14.1825	-16.25333	P	PPLA	0	1	cities	"2"""
75986	2250805	Kaolack	14.1825	-16.25333	P	PPLA	1	0	NA	NA
10175	426272	Gitega	-3.4264	29.9308	P	PPLA	0	1	cities	"2"""
10175	426272	Gitega	-3.4264	29.9308	P	PPLA	1	0	NA	NA
65699	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	0	1	countries	1
65699	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	1	0	NA	NA
49512	2451185	Sikasso	11.31755	-5.66654	P	PPLA	0	1	cities	"2"""
49512	2451185	Sikasso	11.31755	-5.66654	P	PPLA	1	0	NA	NA
49512	8631446	"Cercle de Yanfolila"	11.00742	-8.0365	A	ADM2	1	0	NA	NA
55564	1024312	"Província de Zambézia"	-17	37	A	ADM1	0	1	states	"1"""
55564	1024312	"Província de Zambézia"	-17	37	A	ADM1	1	0	NA	NA
21816	205413	"South Kivu Province"	-3.16667	28.25	A	ADM1	0	1	states	"1"""
21816	205413	"South Kivu Province"	-3.16667	28.25	A	ADM1	1	0	NA	NA
21816	7533617	North	22.49471	114.13812	A	ADM1	0	1	states	"1"""
21816	7533617	North	22.49471	114.13812	A	ADM1	1	0	NA	NA
65971	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	0	1	countries	1
65971	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	1	0	NA	NA
30394	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	2
30394	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
89183	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	1
89183	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
96660	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	"1"""
96660	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
96660	2963597	Ireland	53	-8	A	PCLI	0	1	countries	1
96660	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
66971	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	1
66971	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
272	2507480	Algiers	36.7525	3.04197	P	PPLC	0	1	cities	"2"""
272	2507480	Algiers	36.7525	3.04197	P	PPLC	1	0	NA	NA
90474	149590	"United Republic of Tanzania"	-6	35	A	PCLI	0	1	countries	"2"""
90474	149590	"United Republic of Tanzania"	-6	35	A	PCLI	1	0	NA	NA
90474	192950	"Republic of Kenya"	1	38	A	PCLI	0	1	countries	"2"""
90474	192950	"Republic of Kenya"	1	38	A	PCLI	1	0	NA	NA
90474	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
90474	6251999	Canada	60.10867	-113.64258	A	PCLI	0	1	countries	2
90474	6251999	Canada	60.10867	-113.64258	A	PCLI	1	0	NA	NA
90474	953987	"Republic of South Africa"	-29	24	A	PCLI	1	0	NA	NA
29378	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
29378	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
62611	2332459	Lagos	6.45407	3.39467	P	PPLA2	0	1	cities	"1"""
62611	2332459	Lagos	6.45407	3.39467	P	PPLA2	1	0	NA	NA
97331	234594	"Central Region"	0.5	32	A	ADM1	0	1	states	"1"""
97331	443363	"Rakai District"	-0.75773	31.5099	A	ADM2	1	0	NA	NA
94329	192950	"Republic of Kenya"	1	38	A	PCLI	0	1	countries	"1"""
94329	192950	"Republic of Kenya"	1	38	A	PCLI	1	0	NA	NA
94329	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	"1"""
94329	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
94329	3144096	"Kingdom of Norway"	62	10	A	PCLI	0	1	countries	1
94329	3144096	"Kingdom of Norway"	62	10	A	PCLI	1	0	NA	NA
51470	2453866	"Republic of Mali"	18	-2	A	PCLI	0	1	countries	1
51470	2453866	"Republic of Mali"	18	-2	A	PCLI	1	0	NA	NA
34252	3144096	"Kingdom of Norway"	62	10	A	PCLI	0	1	countries	3
34252	3144096	"Kingdom of Norway"	62	10	A	PCLI	1	0	NA	NA
93557	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
93557	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
64510	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	1
64510	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
90381	235039	Arua	3.02013	30.91105	P	PPLA2	0	1	cities	"1"""
90381	235039	Arua	3.02013	30.91105	P	PPLA2	1	0	NA	NA
50469	4482348	"North Carolina"	35.50069	-80.00032	A	ADM1	0	1	states	"1"""
50469	4482348	"North Carolina"	35.50069	-80.00032	A	ADM1	1	0	NA	NA
32721	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
32721	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
75180	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	1
75180	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
5990	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	1
5990	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
35125	444180	"Amhara Region"	11.5	38.5	A	ADM1	0	1	states	"1"""
35125	444180	"Amhara Region"	11.5	38.5	A	ADM1	1	0	NA	NA
25618	338010	"State of Eritrea"	15	39	A	PCLI	0	1	countries	1
25618	338010	"State of Eritrea"	15	39	A	PCLI	1	0	NA	NA
67840	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	1
67840	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
84656	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	1
84656	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
67742	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	1
67742	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
65449	2255414	Pointe-Noire	-4.77609	11.86352	P	PPLA	0	1	cities	"2"""
65449	2255414	Pointe-Noire	-4.77609	11.86352	P	PPLA	1	0	NA	NA
35063	1813325	Dazhou	31.21592	107.50092	P	PPLA3	0	1	cities	"1"""
35063	1813325	Dazhou	31.21592	107.50092	P	PPLA3	1	0	NA	NA
72193	5647469	"Cut Bank"	48.63304	-112.32616	P	PPLA2	0	1	cities	"1"""
72193	5647469	"Cut Bank"	48.63304	-112.32616	P	PPLA2	1	0	NA	NA
9559	430624	Mivo	-2.94139	29.79471	P	PPL	0	1	cities	"2"""
9559	430624	Mivo	-2.94139	29.79471	P	PPL	1	0	NA	NA
69456	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	1
69456	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
44929	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
44929	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
83447	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	1
83447	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
3257	5376358	Needles	34.84806	-114.61413	P	PPL	0	1	cities	"2"""
3257	5376358	Needles	34.84806	-114.61413	P	PPL	1	0	NA	NA
33027	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
33027	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
45903	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	0	1	countries	2
45903	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	1	0	NA	NA
72572	2249782	Kolda	12.88333	-14.95	P	PPLA	0	1	cities	"2"""
72572	2249782	Kolda	12.88333	-14.95	P	PPLA	1	0	NA	NA
5964	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	1
5964	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
13437	2434508	"Republic of Chad"	15	19	A	PCLI	0	1	countries	7
13437	2434508	"Republic of Chad"	15	19	A	PCLI	1	0	NA	NA
13437	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
13437	376731	"Darfur Wilayat"	13	25	A	ADMD	1	0	NA	NA
13437	6251999	Canada	60.10867	-113.64258	A	PCLI	1	0	NA	NA
90039	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
90039	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
81154	54225	Marka	1.71594	44.77166	P	PPLA	0	1	cities	"1"""
81154	54225	Marka	1.71594	44.77166	P	PPLA	1	0	NA	NA
62412	6255146	Africa	7.1881	21.09375	L	CONT	1	0	NA	NA
59033	2440485	Niamey	13.51366	2.1098	P	PPLC	0	1	cities	"2"""
59033	2440485	Niamey	13.51366	2.1098	P	PPLC	1	0	NA	NA
4950	2963597	Ireland	53	-8	A	PCLI	0	1	countries	2
4950	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
66964	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	3
66964	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
66670	202217	Gitarama	-2.07444	29.75667	P	PPLA2	0	1	cities	"1"""
66670	202217	Gitarama	-2.07444	29.75667	P	PPLA2	1	0	NA	NA
62305	2963597	Ireland	53	-8	A	PCLI	0	1	countries	2
62305	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
53882	3144096	"Kingdom of Norway"	62	10	A	PCLI	0	1	countries	1
53882	3144096	"Kingdom of Norway"	62	10	A	PCLI	1	0	NA	NA
48272	2453866	"Republic of Mali"	18	-2	A	PCLI	0	1	countries	4
48272	2453866	"Republic of Mali"	18	-2	A	PCLI	1	0	NA	NA
10443	433561	"Republic of Burundi"	-3.5	30	A	PCLI	0	1	countries	1
10443	433561	"Republic of Burundi"	-3.5	30	A	PCLI	1	0	NA	NA
18291	216281	Goma	-1.67409	29.22845	P	PPLA	0	1	cities	"1"""
18291	216281	Goma	-1.67409	29.22845	P	PPLA	1	0	NA	NA
18833	205703	"Katanga Province"	-9	26	A	ADM1	0	1	states	"2"""
18833	213732	Katongo	-8.7332	26.90101	H	STM	1	0	NA	NA
46716	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	0	1	countries	2
46716	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	1	0	NA	NA
50912	2455290	Kidal	18.44111	1.40778	P	PPLA	0	1	cities	"2"""
50912	2455290	Kidal	18.44111	1.40778	P	PPLA	1	0	NA	NA
50400	2451478	Ségou	13.4317	-6.2157	P	PPLA	0	1	cities	"1"""
50400	2451478	Ségou	13.4317	-6.2157	P	PPLA	1	0	NA	NA
53614	2061327	"State of South Australia"	-30	135	A	ADM1	0	1	states	"1"""
53614	2064513	"Northern Territory"	-20	134	A	ADM1	0	1	states	"1"""
53614	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	0	1	countries	3
53614	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	1	0	NA	NA
53614	8214955	"Convention Beach"	-34.27049	135.34672	T	BCH	1	0	NA	NA
53614	8606752	"Pops Waterhole"	-16.02198	132.19996	H	WTRH	1	0	NA	NA
84250	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	2
84250	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
10163	433561	"Republic of Burundi"	-3.5	30	A	PCLI	0	1	countries	1
10163	433561	"Republic of Burundi"	-3.5	30	A	PCLI	1	0	NA	NA
30264	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	3
30264	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
69170	2403846	"Republic of Sierra Leone"	8.5	-11.5	A	PCLI	0	1	countries	1
69170	2403846	"Republic of Sierra Leone"	8.5	-11.5	A	PCLI	1	0	NA	NA
69170	6413341	"Southern Province"	-2.33333	29.66667	A	ADM1	0	1	states	"1"""
69170	7690221	"Nyaruguru District"	-2.69845	29.52369	A	ADM2	1	0	NA	NA
51928	2451185	Sikasso	11.31755	-5.66654	P	PPLA	0	1	cities	"1"""
51928	2451185	Sikasso	11.31755	-5.66654	P	PPLA	1	0	NA	NA
51928	2451477	"Ségou Region"	13.6	-5.9	A	ADM1	0	1	states	"1"""
51928	2451477	"Ségou Region"	13.6	-5.9	A	ADM1	1	0	NA	NA
51928	2460596	Bamako	12.65	-8	P	PPLC	0	1	cities	"1"""
51928	2460596	Bamako	12.65	-8	P	PPLC	1	0	NA	NA
75392	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	2
75392	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
92127	660013	"Republic of Finland"	64	26	A	PCLI	0	1	countries	2
92127	660013	"Republic of Finland"	64	26	A	PCLI	1	0	NA	NA
96884	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
96884	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
44211	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	0	1	countries	1
44211	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	1	0	NA	NA
76075	149590	"United Republic of Tanzania"	-6	35	A	PCLI	1	0	NA	NA
76075	192950	"Republic of Kenya"	1	38	A	PCLI	1	0	NA	NA
76075	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	3
76075	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
37680	2422465	Conakry	9.53795	-13.67729	P	PPLC	0	1	cities	"1"""
37680	2422465	Conakry	9.53795	-13.67729	P	PPLC	1	0	NA	NA
33696	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
33696	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
10221	433561	"Republic of Burundi"	-3.5	30	A	PCLI	0	1	countries	3
10221	433561	"Republic of Burundi"	-3.5	30	A	PCLI	1	0	NA	NA
84319	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	2
84319	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
76476	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	1
76476	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
7393	425336	Isale	-3.3489	29.4839	P	PPL	0	1	cities	"2"""
7393	425336	Isale	-3.3489	29.4839	P	PPL	1	0	NA	NA
7393	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
91807	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
91807	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
56266	1036973	"Republic of Mozambique"	-18.25	35	A	PCLI	0	1	countries	1
56266	1036973	"Republic of Mozambique"	-18.25	35	A	PCLI	1	0	NA	NA
67567	203112	Butare	-2.59667	29.73944	P	PPL	0	1	cities	"1"""
67567	203112	Butare	-2.59667	29.73944	P	PPL	1	0	NA	NA
7660	426700	Ruyigi	-3.47639	30.24861	P	PPLA	0	1	cities	"4"""
7660	426700	Ruyigi	-3.47639	30.24861	P	PPLA	1	0	NA	NA
86948	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	2
86948	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
12813	2434508	"Republic of Chad"	15	19	A	PCLI	0	1	countries	2
12813	2434508	"Republic of Chad"	15	19	A	PCLI	1	0	NA	NA
57787	6251999	Canada	60.10867	-113.64258	A	PCLI	0	1	countries	2
57787	6251999	Canada	60.10867	-113.64258	A	PCLI	1	0	NA	NA
24773	7648070	Balbala	11.56194	43.10666	P	PPL	0	1	cities	"1"""
24773	7648070	Balbala	11.56194	43.10666	P	PPL	1	0	NA	NA
59087	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	0	1	countries	2
59087	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
86356	2963597	Ireland	53	-8	A	PCLI	0	1	countries	2
86356	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
83197	5023853	Darfur	44.05135	-94.83804	P	PPL	0	1	cities	"1"""
83197	5023853	Darfur	44.05135	-94.83804	P	PPL	1	0	NA	NA
17442	2124956	Katangli	51.71703	143.224	P	PPL	0	1	cities	"2"""
17442	2124956	Katangli	51.71703	143.224	P	PPL	1	0	NA	NA
12818	2434508	"Republic of Chad"	15	19	A	PCLI	0	1	countries	1
12818	2434508	"Republic of Chad"	15	19	A	PCLI	1	0	NA	NA
1774	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	0	1	countries	1
1774	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	1	0	NA	NA
71886	2253354	Dakar	14.6937	-17.44406	P	PPLC	0	1	cities	"1"""
71886	2253354	Dakar	14.6937	-17.44406	P	PPLC	1	0	NA	NA
90979	5883102	Alberta	52.28333	-117.469	A	ADM1	0	1	states	"2"""
90979	5883102	Alberta	52.28333	-117.469	A	ADM1	1	0	NA	NA
90979	5989103	"Kananaskis Improvement District"	50.70287	-114.8792	A	ADMD	1	0	NA	NA
54938	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	1
54938	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
18660	2593460	Masina	-4.38361	15.39139	P	PPL	0	1	cities	"2"""
18660	2593460	Masina	-4.38361	15.39139	P	PPL	1	0	NA	NA
85678	3144096	"Kingdom of Norway"	62	10	A	PCLI	0	1	countries	1
85678	3144096	"Kingdom of Norway"	62	10	A	PCLI	1	0	NA	NA
95609	232913	Kabwoya	1.25861	31.07556	P	PPL	0	1	cities	"1"""
95609	232913	Kabwoya	1.25861	31.07556	P	PPL	1	0	NA	NA
95609	8581634	Buseruka	1.5473	31.13094	A	ADM4	1	0	NA	NA
90192	6255146	Africa	7.1881	21.09375	L	CONT	1	0	NA	NA
